	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	Igkc	mt-Co2	Plac8	Tff3	Mptx1	mt-Co1	S100a6	Fcgbp	Dmbt1	Actb	Muc3	Saa1	Krt8	mt-Cytb	mt-Atp6	Spink1	Reg4	Igha	mt-Nd1	Txn1	Muc13	Tspan1	mt-Nd4	Krt20	Tpt1	Prdx6	mt-Nd2	mt-Co3	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Ptma	Lgals3	Actg1	Slc25a5	Car4	Ppia	Rps23	Rpl23	Tmsb4x	Eef1a1	H2-Aa	Reg3b	mt-Nd3	Rack1	Rpl27a	Scd2	Ccl6	Rps24	Rps21	Reg3g	Guca2a	Cox8a	Cox7c	Ly6e	Atp1b1	Plet1	1810065E05Rik	Calr	Rplp0	Slc26a3	Dstn	Calm1	Rps14	Rpl41	Rpl10a	Tgm3	Oit1	Aqp8	Hspa5	Itm2b	Lgals4	Aqp4	Hsd11b2	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Mgat4c	Rps20	Rps7	Slpi	Gm10053	Gm29123	Rpl39	Ifit1bl1	Rps27a	Cox5a	Eif2s2	Rps16	Rps3	Tspan8	Rpl18a	Arf1	Car1	Gpa33	Rps9	Tm9sf2	Myl6	Chchd2	Cox4i1	Rpl17	mt-Nd5	Tgoln1	Gapdh	Tmbim6	Rpl31	Rpl7	Gfpt1	Atp5g3	Rpl35a	Rps29	Slc25a3	Slc26a2	Rpl13a	Gzma	Cox6b1	Rps13	Wdr24	Hsp90ab1	Atp5a1	Rpl28	Actn4	H2-Eb1	Gm20594	Rps11	Atp1a1	Srsf1	Retnlb	Uqcrb	Rpl37a	Prdx1	Tmem59	Ezr	Mxd1	Sectm1b	Cd9	Serinc3	Rpl37	Rpl5	Ces2c	Gm8797	Clca3b	Cdh1	Manf	Klf4	Gnas	Rpl12	Smim14	Rps26	Rps25	Maoa	Eef1b2	Rfk	Rpl4	Fos	Cdh17	Hmgb2	Ubc	Clec2h	Fth1	Jun	Rps19	Spint2	Sycn	Serf2	Tmem86a	Gng5	H3f3a	Cldn7	Rpl7a	Dynll1	Pls1	Hk2	Nfatc2	Rps28	Cdkn1a	Hint1	Rps17	Ccnd2	Rpl6	P4hb	Krt19	Sec61b	Cox6c	Cd63	Tubb5	Ldha	Tm9sf3	Adh1	Rpl10	Hspa8	H3f3b	Upp1	Tagln2	Pigr	Gm11808	Tmed2	2200002D01Rik	Gm17541	Rps18	Cs	Rep15	Pabpc1	Id1	Rps8	Pdia6	Hmgb1	Ccl5	Fabp6	Mgst3	Atp5g1	Ybx1	Vdac2	Xist	Klk1	Rplp1	Prr13	Slc10a7	Myl12b	Rpn1	Rps4x	Slc44a4	S100a10	Txndc5	Rps6	Atp5l	Snrpf	Clca4b	Cystm1	Tpd52	Pfn1	Rpl14	Hdgf	Calm2	Cd74	Tm4sf20	Rps15a	Ceacam10	Cdhr5	H2-Ab1	Hsp90b1	Gm9844	Rpl13	Cmpk1	Aldh2	Ctnnd1	Prss32	Clic1	Rpl19	Aco2	Tmed10	Set	Serp1	Ggh	Slc12a2	Bcas1	Cd177	Ckmt1	Iqgap2	Actr3	Ahnak	Fut2	Rnf31	Ywhaz	Tmprss2	Duox2	Ms4a8a	Spcs2	Gsdmc4	Rrbp1	Chp1	Rpl22	Pcbp2	Rpsa	Btf3	Cd164	Anxa2	Cox7a2	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Wbp5	Ctsb	Hmgcs1	Cd24a	Sec61g	Ptp4a1	Dbi	Eef1g	Cox7b	Fxyd3	Gprc5a	Slc13a2	Uqcr10	Uqcrq	Slc6a8	Atp5b	Ywhab	Myh14	Mboat1	Emp1	Serpinb1a	Galnt7	Lars2	S100a11	Rac1	Gmds	Nov	Tuba1b	Dsg2	Serpinb6a	Arf4	Ucp2	Rbm47	Rps5	St6galnac6	Gpx2	Gcnt3	S100a16	Cd38	Gnb1	Ndufa4	Atp5j	2210407C18Rik	Atp5g2	Rpl36a	Ndufb8	Ctnnb1	Arpc2	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Apol10a	Sec61a1	Glul	Rpl26	Pkn2	Smpdl3a	Atp5f1	Qsox1	Mcl1	Golm1	Rnf128	Pmp22	Creb3l1	Gsn	Sqrdl	Tkt	Ostc	Sypl	Rps10	Hepacam2	Parm1	Lama4	Hnrnpab	Id3	Eif4g2	Rpl8	Hnrnpf	Capzb	Ces2e	Pcbp1	Eif1	Krt18	Klf6	Zfp644	Rpl38	Rab1a	Atp5j2	Slc5a8	Ybx3	B3gnt7	2010107E04Rik	Mrfap1	Npm1	Hoxb13	St3gal4	Tram1	Shisa5	Prdx5	Suclg1	Lasp1	Gda	Arl1	Cldn3	Ethe1	Slc6a14	Uba1	Oaz1	Ywhaq	Npc2	Ndufa2	Aes	Tax1bp1	Dlk1	Eef2	Pdia3	Lurap1l	Nans	Ndufa6	Atp6ap2	Ddost	Serbp1	Cib1	Cdc42	Arf6	Cpd	S100a14	Hnrnpa2b1	Eif5a	Zfp36	Rab2a	Hsp90aa1	Stard10	Elf3	Gna11	Hnrnpa3	Atp12a	Clcn2	Deptor	Usmg5	Ido1	Ctss	Gm4262	Arpc3	Slc35c1	Uqcrc2	Gabarap	Msmo1	Slc4a7	Rpl34	Cyp4f14	Rpl32	Psap	Chmp4b	Gsto1	Slc39a4	Ahcyl2	Rhoc	Txnip	Naca	Rplp2	Eif3c	Suclg2	Hnf4a	Aph1a	Ddx5	Tmem45b	Sult1b1	Clic5	Tomm7	Cycs	Ptms	Mgat4b	Cttn	Atp5k	Atp5o	Higd2a	Arpc1b	Arpc5	Misp	Nudt4	Rpl21	Fuca1	Scin	Rpl3	Lima1	Lamp1	Pla2g10	Capns1	Pkm	Efhd2	Ildr1	Psma3	Gm1123	Il13ra1	Rps12-ps3	C1galt1	Higd1a	Galnt12	Hist1h2bc	Csnk1a1	Ubl5
10	21	6	4	18	7	0	97	15	4	0	81	25	0	90	48	2	3	27	65	64	2	1	0	40	29	9	8	68	0	68	5	54	37	0	34	2	10	0	3	0	62	4	25	20	0	62	45	37	14	58	8	0	23	54	62	3	0	30	41	0	1	29	24	2	14	5	0	23	54	1	9	19	37	36	44	0	5	0	7	3	14	5	2	6	21	48	14	23	1	22	34	1	7	1	26	0	29	19	6	46	30	7	39	18	1	4	29	5	17	16	15	34	18	5	20	13	27	28	4	20	21	29	10	7	39	1	8	32	20	37	30	29	6	25	3	28	11	2	0	7	21	23	4	6	0	0	4	13	15	25	0	12	20	8	3	3	16	27	3	17	19	1	13	3	20	0	1	1	6	0	8	1	20	4	1	14	2	5	17	2	18	4	7	5	10	20	0	5	31	6	20	9	11	4	7	8	4	4	4	16	18	18	11	1	6	8	18	17	0	20	15	11	0	16	1	28	7	14	0	1	1	11	22	7	11	0	10	3	8	5	6	13	2	4	3	19	11	16	0	9	4	6	12	9	7	20	6	8	8	1	6	14	6	9	4	3	3	0	5	15	5	7	8	8	1	12	0	8	2	1	2	2	1	22	7	3	5	1	5	1	3	0	16	17	18	13	7	2	5	9	13	2	7	7	9	9	5	7	0	2	7	5	8	16	11	4	0	0	9	9	0	16	5	0	2	0	3	0	1	6	4	7	0	5	4	4	4	11	3	18	4	6	0	3	2	8	13	8	2	16	16	8	4	7	9	9	1	6	1	0	6	6	17	1	1	9	0	4	3	1	0	2	0	1	4	5	4	16	0	3	0	15	2	6	14	8	6	0	4	7	8	1	0	7	3	7	3	6	0	11	5	10	2	1	2	1	2	13	2	0	1	2	0	1	13	13	2	1	8	5	8	0	13	10	1	9	7	1	6	14	6	4	1	2	0	14	7	0	5	5	5	10	6	13	0	1	9	1	0	1	16	6	3	7	0	1	5	13	0	14	9	2	7	0	5	0	2	10	11	16	2	3	1	2	0	0	0	11	3	10	5	1	6	6	6	5	3	1	1	15	5	0	15	2	4	0	2	0	2	4	7	0	0	8	1	2	3	8	2	2
11	6	1	3	286	154	0	110	166	1	0	80	99	2	87	172	106	14	124	66	43	3	0	0	72	85	42	45	53	100	59	31	49	42	1	63	56	5	0	3	0	2	65	52	57	20	38	21	25	36	23	39	0	28	13	13	11	1	32	19	0	43	40	48	20	44	33	41	11	20	35	26	50	16	19	13	1	9	14	1	37	29	23	7	10	10	9	24	11	18	9	13	0	31	32	11	21	14	28	27	6	11	25	13	20	16	23	3	15	33	40	19	6	25	18	52	28	14	6	5	23	1	17	23	9	7	0	33	10	14	8	23	7	20	18	10	21	29	16	0	28	11	16	14	23	15	13	23	4	5	5	11	12	8	19	0	16	19	1	1	9	11	14	11	29	6	2	18	0	21	6	11	0	8	18	8	14	11	16	18	14	5	22	16	16	7	19	15	17	2	1	8	5	24	7	14	21	0	33	6	2	9	9	10	27	11	7	18	3	17	6	9	13	0	4	0	7	5	1	0	0	20	17	11	24	1	0	4	9	13	28	2	2	21	6	0	4	15	2	0	13	7	11	2	0	7	7	2	3	0	8	15	1	12	1	7	9	24	10	6	12	16	7	1	3	11	0	1	1	9	11	16	13	3	4	16	8	3	11	3	0	11	10	3	3	3	5	1	16	8	19	6	4	19	19	13	17	0	13	8	0	7	12	16	3	15	0	13	13	7	16	9	9	13	8	9	5	11	2	11	2	9	12	0	1	8	26	7	15	6	4	10	0	1	7	6	12	5	8	3	3	5	10	12	11	7	14	12	5	16	10	2	15	3	2	12	11	0	11	5	5	9	1	4	13	11	1	3	6	0	5	0	1	1	6	3	7	12	4	4	6	0	5	0	6	5	14	4	1	1	8	10	1	10	4	1	6	16	2	7	6	7	6	12	5	9	6	2	10	3	9	3	0	6	3	5	0	21	2	5	1	10	7	11	4	7	2	3	0	9	1	6	7	5	2	0	6	6	13	1	3	1	7	5	10	11	2	4	2	24	4	9	3	10	7	7	7	6	2	8	2	9	10	12	3	9	4	1	8	10	4	2	7	7	6	13	1	8	12	8	7	5	1	1	7	2	7	3	20	12	9	12	0	1	4	2	12	3	10	8	7
12	15	8	3	268	315	1	144	130	1	1	158	104	0	75	118	63	304	120	100	61	5	1	0	106	75	118	71	85	60	40	116	70	58	2	49	94	36	0	0	0	0	32	50	43	52	3	10	5	9	4	36	0	50	8	1	5	6	5	6	0	1	42	50	6	42	10	15	22	3	49	23	35	7	12	1	81	14	43	6	25	33	1	4	57	3	7	45	5	10	6	6	0	30	59	1	12	1	28	32	2	2	17	9	14	10	16	5	9	29	20	34	4	20	10	20	15	3	3	14	30	4	8	30	17	3	0	20	3	3	3	11	4	10	20	6	2	7	19	0	20	6	6	12	15	16	12	14	3	4	2	14	7	0	12	4	9	8	1	5	5	3	9	4	22	0	1	13	0	14	31	27	0	2	11	0	22	11	9	4	24	3	9	10	23	0	1	15	5	3	0	2	5	10	7	19	10	1	6	1	6	11	8	1	16	5	18	14	1	23	6	1	16	2	2	7	0	0	0	0	0	21	12	6	6	1	1	6	9	14	7	4	2	14	13	0	2	11	0	19	9	7	7	0	3	8	15	13	4	0	15	14	4	1	0	5	14	12	10	7	4	4	2	0	5	9	0	0	0	21	6	5	7	1	3	8	5	7	14	3	4	7	13	1	4	1	7	3	6	13	10	1	5	3	17	11	6	0	8	5	1	3	10	13	2	7	1	2	8	5	7	18	9	4	10	10	0	21	1	7	0	10	7	0	0	4	5	3	4	2	3	12	0	1	7	22	8	1	7	0	2	1	10	8	10	1	14	7	12	2	0	2	1	3	1	7	6	0	18	3	9	6	1	2	8	2	2	0	1	1	7	0	6	3	8	1	1	6	12	2	5	3	4	1	2	4	11	3	1	8	7	4	0	23	5	0	2	13	5	9	11	8	7	8	4	6	2	1	7	10	5	12	0	0	3	4	1	9	2	2	0	5	7	8	1	3	1	3	2	2	1	2	4	6	0	9	3	3	3	0	7	0	2	2	4	2	8	0	1	2	1	2	7	9	9	5	7	5	1	2	3	1	8	4	2	17	11	5	6	9	2	1	8	11	6	8	1	4	11	4	1	3	1	1	5	3	3	1	5	7	2	1	0	2	1	1	6	2	2	6	10
13	194	212	27	113	103	0	116	76	17	1	93	90	12	25	97	33	1	115	79	68	5	4	0	67	61	29	43	37	30	47	12	48	35	20	52	48	64	0	60	3	8	32	46	26	0	23	11	24	35	21	7	4	30	19	19	14	18	28	20	8	19	28	8	51	23	15	16	25	18	5	17	18	16	12	11	0	23	3	18	10	16	11	10	12	9	13	11	5	30	16	9	2	14	22	13	7	6	14	16	14	7	24	14	8	13	23	10	26	19	17	10	8	12	31	26	17	17	5	22	21	9	19	11	4	2	0	17	13	8	8	16	4	13	6	8	4	16	9	0	9	9	20	11	13	7	3	4	10	15	6	2	15	12	13	10	17	11	5	7	14	5	9	6	8	4	4	8	1	18	1	12	1	9	16	5	16	1	10	10	7	3	19	11	6	6	7	8	9	16	3	7	12	8	12	12	7	1	16	11	4	8	6	11	4	9	8	14	8	10	5	4	6	5	6	12	2	5	7	0	0	9	21	7	9	8	7	5	4	9	9	7	1	9	8	5	4	8	3	5	7	8	7	3	6	3	8	1	4	9	13	2	9	13	6	7	6	18	6	16	3	9	8	4	6	5	3	7	4	4	4	14	3	7	4	10	9	5	6	8	2	12	2	7	3	3	5	6	9	6	4	3	3	17	4	6	11	2	7	7	0	3	5	7	7	8	6	4	4	5	6	0	10	12	5	7	2	10	2	3	15	8	11	7	0	7	5	5	10	7	3	5	0	4	6	5	10	2	11	0	4	3	6	8	13	6	14	8	12	4	5	5	12	5	1	1	10	3	2	7	5	4	2	5	10	7	7	5	3	4	8	1	3	5	2	9	2	4	1	8	7	9	11	2	4	5	3	1	4	2	5	6	1	5	9	6	12	7	5	7	3	1	4	11	1	9	9	3	2	7	8	8	0	7	6	5	10	8	1	10	6	7	1	6	4	2	5	4	0	10	4	5	5	4	4	0	2	4	4	0	6	3	3	6	4	1	4	5	3	0	4	7	4	2	0	3	4	1	3	2	5	1	5	8	2	6	7	1	4	4	1	5	7	5	2	3	9	7	11	1	2	11	6	5	7	4	10	6	5	1	6	4	7	5	1	4	5	7	3	5	6
14	788	327	277	140	37	0	151	48	92	4	91	119	91	48	75	46	45	103	91	84	34	1	0	115	82	49	55	76	40	25	18	64	54	13	28	11	105	0	19	33	2	34	39	35	1	15	7	5	16	3	8	0	53	3	7	4	10	10	16	0	19	36	24	11	25	6	12	33	5	6	15	20	2	16	4	5	6	0	12	28	17	16	34	17	4	4	20	3	27	3	4	1	15	5	3	8	0	17	14	3	6	15	6	25	4	16	6	29	12	18	24	5	26	16	19	25	4	0	14	11	3	13	16	8	1	0	14	4	1	4	11	2	19	3	19	6	19	20	19	19	3	7	18	19	28	3	9	11	1	1	4	11	1	15	11	24	12	0	3	0	5	8	2	4	2	4	13	0	4	4	5	0	6	7	8	7	9	7	8	11	2	7	14	8	2	2	12	11	2	0	2	9	13	10	13	14	0	11	17	1	4	2	9	7	14	8	6	8	4	5	0	12	16	3	10	2	10	2	0	0	11	4	5	16	7	11	3	6	3	7	6	3	5	10	0	1	12	1	0	4	8	2	3	0	5	6	0	1	3	11	3	1	8	1	7	11	9	13	18	3	7	12	0	3	7	1	6	3	8	14	15	9	7	1	9	7	2	10	7	4	8	3	0	1	2	3	13	8	6	6	0	2	10	17	7	4	0	1	4	0	10	9	6	2	8	11	4	4	7	13	3	6	5	5	11	12	12	14	19	4	5	1	3	0	7	3	7	4	3	1	5	0	12	14	3	3	7	4	4	4	1	5	10	8	4	5	12	3	13	5	14	2	1	0	1	3	6	8	12	9	5	4	4	10	4	1	2	0	5	10	9	1	6	3	0	3	3	3	2	4	11	4	5	1	4	6	5	2	2	8	3	0	3	5	4	2	7	5	0	1	3	7	8	1	4	6	2	4	4	5	1	0	0	10	7	2	2	13	3	1	5	5	9	12	6	1	3	0	5	1	2	3	4	0	0	6	1	4	0	2	1	5	1	9	3	5	11	2	3	1	0	4	0	3	4	0	8	1	2	2	8	9	3	4	10	6	3	5	3	0	4	1	5	2	2	5	5	8	2	0	4	4	1	9	6	7	4	1	4	2	1	4	15	2	7	3	7	4	2	9
15	8	4	4	19	5	0	108	11	1	1	87	28	0	133	36	1	1	26	124	92	0	1	0	69	26	24	11	69	0	83	3	71	63	0	32	7	18	0	2	1	82	4	28	26	1	74	74	56	19	64	23	26	26	48	56	13	0	67	61	43	0	13	18	13	14	10	2	18	49	1	7	3	38	22	50	0	6	0	5	11	9	9	2	6	48	59	23	49	1	59	35	0	12	2	39	0	31	10	5	38	44	16	40	7	0	10	41	3	6	30	15	31	27	1	10	8	17	39	3	33	51	31	10	3	42	0	11	24	33	40	20	35	5	22	6	29	10	8	0	6	32	26	12	5	1	0	3	10	31	32	0	38	17	5	7	1	15	23	1	30	21	2	17	4	28	0	5	16	11	0	14	0	28	7	10	14	16	6	19	18	17	10	2	2	19	26	1	12	32	1	28	10	7	7	13	9	31	10	10	21	23	23	27	1	5	14	20	5	1	28	21	5	0	12	2	14	8	21	0	0	3	17	24	9	4	0	15	1	1	8	11	20	1	4	4	25	12	7	0	4	5	4	29	21	15	16	8	17	12	0	8	9	7	27	1	0	5	8	6	17	9	8	19	8	0	17	0	6	1	1	4	0	2	12	6	1	4	1	7	1	5	2	12	14	22	8	4	2	4	13	14	11	6	11	9	16	8	4	1	2	5	3	11	14	15	2	1	0	14	12	0	10	5	1	0	0	3	3	9	6	4	6	0	32	2	9	4	7	5	19	1	16	1	3	4	5	6	9	2	14	13	12	6	6	6	1	3	11	0	2	6	4	17	1	4	9	1	2	8	1	0	1	0	1	8	1	2	9	0	4	0	21	0	12	14	16	8	0	7	12	0	1	0	9	1	6	3	10	0	8	11	13	1	0	4	1	0	10	1	0	3	1	3	0	5	9	7	7	11	3	2	0	9	2	1	4	2	2	5	14	4	3	5	1	0	11	3	0	5	22	2	4	1	12	1	0	4	4	0	2	5	4	1	9	7	0	1	16	0	6	4	4	6	3	2	1	1	13	14	12	4	1	4	9	3	3	0	8	4	7	0	2	8	5	0	8	3	4	0	9	3	0	11	2	10	1	3	0	2	3	6	0	0	20	1	3	2	0	5	1
16	19	699	22	20	1	0	35	1	6	2	46	31	14	0	19	2	1	4	23	43	1	3	0	20	40	18	34	26	2	101	0	21	29	126	97	3	14	0	63	8	9	0	20	17	0	15	33	31	8	44	5	0	19	23	25	24	32	29	34	1	4	21	10	11	6	16	0	27	26	0	6	11	29	36	28	0	72	0	18	6	12	0	2	2	19	30	13	18	0	19	18	0	5	1	22	0	26	7	5	19	14	13	16	19	0	2	13	15	6	7	15	19	6	39	3	27	20	17	27	12	19	28	4	3	23	0	15	22	16	2	4	15	2	2	3	19	6	3	21	10	12	17	16	3	0	0	6	19	16	15	1	22	5	2	7	0	7	14	30	14	15	0	16	2	13	10	2	2	7	0	13	9	5	20	1	14	1	7	9	5	16	7	0	1	12	17	0	8	14	1	10	13	2	21	10	29	1	2	13	5	21	2	7	0	4	7	16	23	0	9	11	3	6	6	0	5	18	4	0	0	2	3	9	4	9	18	28	2	21	2	12	7	8	1	21	6	6	1	0	2	19	2	9	1	7	5	1	14	21	5	5	10	15	6	14	3	0	8	4	10	3	8	2	9	0	10	1	23	3	1	5	0	5	7	2	5	4	1	10	0	15	1	5	3	10	6	7	1	2	2	6	1	7	4	2	3	14	2	2	31	9	5	9	4	5	22	1	0	7	6	1	5	2	3	0	0	0	15	2	9	4	14	13	0	5	4	14	12	8	4	18	9	2	3	1	3	6	10	0	7	6	3	1	3	5	2	9	7	1	1	5	6	12	1	0	6	8	2	10	1	0	20	6	1	0	8	7	9	3	2	0	2	0	11	6	8	1	0	6	4	2	1	0	10	8	2	1	4	23	3	5	5	5	4	4	2	0	6	4	0	2	4	3	0	3	8	7	7	2	7	8	17	7	8	1	9	2	20	6	2	8	3	2	11	0	1	1	11	7	3	16	4	4	3	0	0	6	2	0	1	10	2	12	1	6	1	0	9	0	4	2	4	1	1	1	0	5	7	3	1	1	1	2	5	0	0	0	7	0	3	4	3	2	1	6	3	6	0	1	7	1	0	2	2	6	2	5	0	3	1	3	7	0	10	11	0	3	0	6	6
17	7	3	4	73	22	0	228	34	4	1	170	62	0	81	36	73	1	70	170	201	1	0	0	94	44	41	37	103	14	41	15	76	84	0	33	16	15	0	3	0	7	35	54	32	0	23	33	18	17	29	28	0	39	16	19	45	0	23	33	0	13	17	22	15	30	6	5	11	27	10	17	24	19	15	18	0	18	0	14	15	22	33	2	17	11	17	32	17	23	26	8	0	10	11	16	0	11	23	4	28	10	13	28	9	20	12	17	13	18	12	25	18	18	15	15	10	18	13	9	32	17	22	26	17	20	0	6	15	13	10	16	17	7	16	2	25	17	8	0	18	10	10	11	4	5	0	10	7	15	16	2	13	8	11	6	2	9	9	2	9	15	4	12	2	6	9	11	3	7	2	16	1	9	9	0	11	0	11	8	15	15	7	6	0	7	10	1	22	13	6	10	10	14	5	14	16	1	10	10	11	12	13	10	4	5	14	11	9	5	14	10	2	0	7	17	5	2	2	0	0	9	8	12	7	9	0	11	4	8	12	6	8	5	9	2	7	7	1	0	6	0	6	5	1	4	18	3	6	6	6	7	7	12	9	5	6	1	9	2	8	8	4	3	6	7	3	0	4	12	1	1	8	2	6	4	17	1	10	1	12	9	3	11	3	3	8	4	3	10	8	9	6	12	15	1	6	0	15	4	0	4	8	7	7	9	2	1	2	6	6	4	12	3	0	4	0	7	3	8	5	9	10	0	1	1	4	2	6	7	12	1	1	0	2	9	3	9	4	0	10	5	11	3	3	7	7	4	8	5	6	8	2	9	1	3	5	3	6	6	1	0	2	5	4	6	2	1	11	0	2	0	2	18	4	9	2	6	0	2	5	3	1	0	6	6	8	7	4	6	8	1	1	2	5	5	1	2	4	5	1	2	6	5	5	6	3	2	9	7	10	5	0	6	1	6	2	9	1	6	3	3	2	7	2	3	1	4	1	4	1	2	5	10	0	0	2	6	3	0	4	4	2	1	5	2	4	3	3	3	7	10	6	7	4	5	2	2	2	4	9	1	5	4	10	4	10	0	5	6	2	7	6	7	8	6	4	4	5	7	5	4	0	11	10	9	1	5	10	2	6	0	0	0	5	3	8	3	6	7	3
18	937	436	474	424	296	0	63	132	97	0	47	192	77	52	99	76	83	97	35	33	72	0	0	19	94	121	70	24	46	45	77	13	43	33	113	45	71	0	18	36	2	75	43	46	2	6	5	7	25	2	49	0	5	5	6	5	21	11	7	0	3	34	30	35	33	14	7	20	16	44	30	16	4	16	7	25	10	20	10	49	43	0	14	40	2	5	30	3	0	8	4	11	16	22	8	12	2	14	20	1	3	19	3	18	33	25	5	35	17	12	7	4	13	21	18	17	7	5	16	4	1	5	12	16	0	0	12	1	0	1	8	4	16	10	10	6	9	30	10	9	1	8	28	26	20	27	20	3	2	1	20	17	2	17	5	16	14	2	3	3	3	1	2	16	1	9	30	0	17	23	8	1	1	14	0	9	14	21	8	12	5	16	18	3	1	3	20	16	2	1	1	20	7	1	10	15	2	10	7	7	4	5	14	16	23	6	1	7	10	3	1	12	11	5	20	1	6	1	0	0	8	3	6	7	2	4	1	10	9	17	1	3	16	8	2	1	12	0	13	14	7	9	0	3	1	13	7	0	10	5	20	2	7	2	2	19	4	21	18	2	5	11	2	3	13	0	15	14	9	7	8	17	4	1	4	18	11	11	3	1	6	6	3	3	0	7	18	16	8	3	1	6	8	3	15	2	0	10	3	1	6	4	1	1	5	6	17	4	3	5	14	8	10	4	4	1	10	2	4	7	7	10	0	0	12	4	5	7	9	1	5	0	3	15	5	11	0	3	23	3	3	5	3	8	2	9	6	5	10	5	5	4	3	0	7	3	11	11	7	8	7	0	10	15	2	1	2	2	4	13	9	1	1	4	3	1	15	7	1	13	5	4	7	1	1	5	1	1	4	5	6	1	7	8	2	16	4	2	6	5	5	9	4	2	2	3	3	10	4	5	6	0	1	3	6	1	7	0	4	1	6	4	4	8	23	4	4	0	3	2	5	4	4	1	13	0	1	4	27	6	0	7	4	7	3	7	5	0	2	0	8	6	6	14	2	12	1	2	0	1	1	6	2	2	9	3	5	4	5	1	3	5	4	4	2	6	2	2	4	2	8	2	1	5	3	9	5	4	2	4	1	2	7	1	3	2	5	8	5	1
19	19	57	3	18	6	0	111	8	11	74	99	59	5	30	29	35	3	51	114	80	2	101	0	64	35	25	29	71	1	58	3	51	68	53	29	8	7	0	32	22	37	8	38	37	0	52	38	43	9	33	20	0	22	40	34	54	32	39	22	0	3	31	31	41	16	1	1	36	29	0	13	7	23	12	33	1	21	0	33	16	27	0	18	12	39	34	28	32	1	33	30	1	22	3	20	0	26	19	7	30	24	18	20	18	0	4	22	13	12	12	21	17	12	9	20	21	25	18	14	15	24	21	20	3	22	0	18	25	23	11	15	30	5	23	1	29	10	12	4	4	22	16	13	7	0	1	15	32	18	17	1	21	1	14	20	4	33	23	10	11	13	4	9	4	18	7	5	6	14	0	8	0	16	9	1	16	1	6	10	14	16	16	1	2	15	16	2	23	20	14	15	15	9	9	15	9	7	8	8	17	22	14	13	2	12	12	12	4	2	12	17	4	3	12	1	16	16	15	1	0	3	14	12	6	7	6	21	2	8	3	14	20	3	5	7	16	11	12	0	2	16	9	7	7	3	10	0	9	7	4	12	16	6	18	8	2	11	9	5	9	11	6	7	4	1	14	0	6	4	3	6	4	4	12	11	8	4	2	10	1	4	3	8	14	13	8	9	8	10	6	13	10	2	6	9	11	5	5	10	5	8	3	10	10	4	2	0	0	10	11	1	9	8	0	0	0	2	6	1	10	5	17	0	13	5	2	8	2	5	7	1	8	3	7	2	4	7	11	3	9	9	9	7	5	11	3	1	3	8	1	10	4	8	0	2	6	5	4	11	4	0	8	3	3	8	11	8	3	7	7	0	10	1	6	9	5	4	0	5	11	5	3	0	6	11	9	0	13	10	5	14	5	12	0	6	4	2	11	6	2	5	6	1	2	7	6	11	2	3	3	8	0	5	9	1	7	6	14	6	7	6	7	4	5	3	5	10	1	6	2	6	2	0	12	0	1	10	3	0	3	8	9	7	8	5	9	1	7	0	5	4	8	6	4	1	0	2	9	9	10	11	5	3	4	7	0	0	5	7	12	7	1	5	7	5	5	8	3	2	9	7	1	6	7	3	3	5	1	3	3	12	5	0	6	9	0	5	7	6	7
