	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	mt-Co2	Igkc	Plac8	Tff3	mt-Co1	S100a6	Mptx1	Fcgbp	Hbb-bs	Actb	Dmbt1	Muc3	Saa1	mt-Cytb	mt-Atp6	Krt8	Spink1	Reg4	mt-Nd1	Igha	Txn1	Muc13	mt-Nd4	Tspan1	mt-Nd2	mt-Co3	Tpt1	Krt20	Prdx6	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Hbb-bt	Ptma	Lgals3	Actg1	Hba-a2	Slc25a5	Car4	Ppia	Rps23	mt-Nd3	Tmsb4x	Rpl23	Eef1a1	H2-Aa	Reg3b	Rack1	Rpl27a	Scd2	Rps24	Ccl6	Rps21	Reg3g	Cox8a	Guca2a	Cox7c	Ly6e	Atp1b1	Plet1	Calr	1810065E05Rik	Rplp0	Dstn	Slc26a3	Calm1	Rpl41	Rps14	Rpl10a	Oit1	Itm2b	Tgm3	Hspa5	Lgals4	Aqp8	Hsd11b2	Aqp4	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Rps20	Rps7	Mgat4c	Rpl39	Gm10053	Gm29123	Slpi	Ifit1bl1	Rps27a	Cox5a	mt-Nd5	Eif2s2	Rps16	Tspan8	Rps3	Arf1	Rpl18a	Tm9sf2	Gpa33	Myl6	Chchd2	Rps9	Car1	Cox4i1	Rpl17	Tgoln1	Tmbim6	Gapdh	Rpl31	Gfpt1	Rpl7	Atp5g3	Rpl35a	Rps29	Slc25a3	Cox6b1	Slc26a2	Rpl13a	Atp5a1	Rps13	Wdr24	Hsp90ab1	Gzma	Rpl28	Actn4	H2-Eb1	Rps11	Gm20594	Atp1a1	Srsf1	Uqcrb	Tmem59	Rpl37a	Retnlb	Prdx1	Ezr	Mxd1	Cd9	Sectm1b	Serinc3	Rpl37	Gm8797	Rpl5	Ces2c	Cdh1	Clca3b	Gnas	Manf	Klf4	Smim14	Rps26	Rpl12	Rps25	Eef1b2	Maoa	Rfk	Rpl4	Ubc	Cdh17	Fos	Fth1	Spint2	Clec2h	Hmgb2	Rps19	Jun	Serf2	Gng5	Sycn	H3f3a	Cldn7	Rpl7a	Dynll1	Tmem86a	Pls1	Hk2	Hint1	Rps28	Nfatc2	Rps17	Cdkn1a	P4hb	Cd63	Rpl6	Sec61b	Ccnd2	Cox6c	Ldha	Tm9sf3	Krt19	Rpl10	Tubb5	Adh1	Hspa8	H3f3b	Tagln2	Gm11808	Pigr	Tmed2	Upp1	2200002D01Rik	Gm17541	Rps18	Pabpc1	Cs	Rep15	Id1	Rps8	Pdia6	Ybx1	Atp5g1	Mgst3	Xist	Vdac2	Hmgb1	Fabp6	Rplp1	Slc10a7	Myl12b	Rpn1	Prr13	Klk1	Rps4x	Slc44a4	S100a10	Atp5l	Rps6	Tpd52	Txndc5	Cystm1	Ccl5	Pfn1	Snrpf	Calm2	Rpl14	Clca4b	Hdgf	Cd74	Rps15a	Ceacam10	H2-Ab1	Tm4sf20	Hsp90b1	Cdhr5	Gm9844	Cmpk1	Rpl13	Aldh2	Ctnnd1	Prss32	Clic1	Tmed10	Rpl19	Aco2	Serp1	Set	Actr3	Cd177	Ggh	Bcas1	Slc12a2	Ywhaz	Ckmt1	Iqgap2	Fut2	Ahnak	Rnf31	Tmprss2	Ms4a8a	Spcs2	Duox2	Rrbp1	Cd164	Pcbp2	Rpl22	Gsdmc4	Cox7a2	Anxa2	Btf3	Chp1	Rpsa	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Ctsb	Wbp5	Sec61g	Hmgcs1	Dbi	Ptp4a1	Cd24a	Eef1g	Cox7b	Uqcr10	Fxyd3	Uqcrq	Atp5b	Gprc5a	Slc13a2	Ywhab	Slc6a8	Myh14	Mboat1	Lars2	Serpinb1a	Rac1	Galnt7	Gmds	S100a11	Emp1	Dsg2	Rbm47	Serpinb6a	Ucp2	Arf4	Tuba1b	Nov	Rps5	St6galnac6	Gpx2	S100a16	Gcnt3	Cd38	Atp5j	Gnb1	Ndufa4	Atp5g2	2210407C18Rik	Arpc2	Rpl36a	Ndufb8	Ctnnb1	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Sec61a1	Glul	Apol10a	Rpl26	Rnf128	Atp5f1	Smpdl3a	Golm1	Qsox1	Mcl1	Pkn2	Pmp22	Creb3l1	Gsn	Tkt	Sqrdl	Parm1	Ostc	Sypl	Rps10	Hepacam2	Capzb	Eif4g2	Hnrnpab	Lama4	Eif1	Hnrnpf	Id3	Rpl8	Pcbp1	Ces2e	Rab1a	Rpl38	Krt18	Klf6	Atp5j2	2010107E04Rik	Zfp644	Ybx3	Mrfap1	B3gnt7	Slc5a8	Hoxb13	Shisa5	Tram1	Npm1	Cldn3	Arl1	Suclg1	St3gal4	Lasp1	Prdx5	Uba1	Pold4	Npc2	Gda	Oaz1	Ethe1	Ndufa2	Ywhaq	Slc6a14	Aes	Tax1bp1	Eef2	Pdia3	Cib1	Lurap1l	Ddost	Ndufa6	Cdc42	Nans	Cpd	Dlk1	Atp6ap2	Arf6	Rab2a	Serbp1	S100a14	Usmg5	Elf3	Hnrnpa2b1	Eif5a	Gna11	Stard10	Hnrnpa3	Deptor	Arpc3	Zfp36	Hsp90aa1	Clcn2	Ctss	Atp12a	Gm4262	Gabarap	Slc35c1	Uqcrc2	Msmo1	Ido1	Slc4a7	Rpl34	Psap	Rpl32	Chmp4b	Gsto1	Cyp4f14	Slc39a4	Txnip	Naca	Eif3c	Suclg2	Ahcyl2	Hnf4a	Rhoc	Ddx5	Rplp2	Aph1a	Tomm7	Tmem45b	Cycs	Sult1b1	Clic5	Atp5k	Ptms	Mgat4b	Cttn	Arpc1b	Atp5o	Arpc5	Higd2a	Fuca1	Misp	Rpl21	Chek1	Nudt4	Lamp1	Lima1	Scin	Rpl3	Pla2g10	Efhd2	Capns1	Il13ra1	Pkm	Psma3	Ildr1	Csnk1a1	C1galt1	Gm1123
tmouse_ 128	13	3	0	453	146	101	0	109	0	88	116	0	0	0	132	67	145	124	65	53	104	0	0	56	0	36	87	44	86	25	75	8	99	27	0	42	50	65	0	0	0	0	0	34	28	0	59	65	6	3	32	2	3	2	50	0	2	2	11	3	2	2	0	11	17	18	6	33	56	21	39	6	19	42	26	7	0	3	9	24	16	38	22	22	2	42	1	0	2	22	0	0	0	55	2	9	17	0	26	1	19	26	27	2	8	0	15	0	17	25	15	7	5	37	10	1	8	16	8	1	15	2	8	0	4	26	5	11	1	13	0	0	0	0	0	32	17	3	7	21	12	11	16	3	0	4	26	12	7	15	4	0	5	1	21	15	24	18	3	10	1	1	0	2	1	23	10	0	13	23	1	1	8	13	0	1	3	7	4	0	3	21	2	1	1	22	31	5	0	2	0	8	7	9	0	2	1	2	10	8	18	0	0	2	4	3	4	4	21	3	5	8	1	1	6	18	0	13	0	2	0	1	4	5	3	0	0	1	4	5	5	15	0	0	6	10	4	1	3	0	1	0	4	0	7	1	54	3	7	2	3	8	18	11	12	0	4	1	11	12	13	15	5	3	14	3	0	11	2	24	0	0	4	4	16	11	7	0	8	11	4	16	12	5	1	0	9	5	17	2	6	0	3	0	3	2	8	9	3	3	0	1	6	5	13	0	1	2	2	0	3	8	14	19	6	15	14	10	1	4	10	5	4	3	5	16	8	14	0	1	0	0	1	5	0	2	0	15	3	10	0	0	0	3	1	3	6	5	15	8	3	4	1	0	3	0	10	2	20	3	0	10	1	11	0	6	2	5	5	1	0	1	0	2	5	0	0	5	3	0	0	3	12	4	0	1	8	3	2	0	0	0	4	3	4	3	1	0	5	8	3	0	6	7	8	0	3	21	0	2	1	0	16	2	5	2	2	4	7	1	2	7	2	1	0	2	7	4	0	4	2	1	1	1	2	0	2	0	5	13	2	11	14	5	0	2	4	6	6	0	1	0	1	1	8	4	5	8	5	0	2	2	4	6	7	3	1	8	2	4	5	14	5	0	0	1	6	4	2	3	1	7	6	0	1	8	6	4	5	0	9	9	4	3	9	2	9	7	2	0
tmouse_ 129	774	173	72	64	43	35	0	11	153	33	99	5	45	0	18	1	1	2	18	25	64	35	6	40	0	61	23	23	46	14	12	65	9	3	44	24	4	17	0	91	0	0	8	14	25	0	31	0	14	32	11	32	20	34	17	0	18	22	13	17	12	20	0	11	6	12	24	18	0	30	0	24	28	0	19	14	22	12	7	13	1	35	21	0	35	0	15	20	20	19	17	15	12	1	22	9	2	9	0	13	17	5	7	10	23	13	21	14	15	6	14	13	13	0	12	18	7	16	10	17	17	18	17	21	14	13	13	1	18	9	15	12	4	0	19	9	2	9	2	9	11	11	17	17	0	10	7	0	14	0	9	8	16	10	0	11	0	16	17	12	10	7	12	9	14	0	5	10	6	4	1	10	9	3	1	6	1	14	6	3	9	7	8	20	3	2	1	2	7	7	10	11	14	12	9	14	2	8	16	12	10	8	2	4	22	7	9	10	3	11	1	1	5	8	5	5	18	3	4	12	11	8	7	3	9	3	0	4	3	1	10	4	10	10	2	10	8	14	9	4	2	0	3	4	1	4	0	3	4	7	5	8	0	10	7	10	13	9	4	5	7	7	8	9	1	16	3	11	2	1	2	14	9	6	2	6	13	3	2	4	9	0	8	12	0	6	0	6	6	7	0	10	2	6	8	4	4	2	9	2	2	8	7	12	1	2	15	5	3	11	6	5	0	0	6	1	0	5	1	6	10	10	6	7	0	3	3	4	14	14	0	2	2	0	1	4	7	4	6	2	6	2	2	10	3	5	4	9	1	1	4	7	5	2	0	7	6	2	1	7	9	4	0	0	1	10	3	2	6	9	5	7	4	2	1	2	5	6	3	3	7	4	0	6	6	6	1	3	1	8	9	3	3	0	2	2	4	0	6	3	6	1	2	4	6	1	2	0	9	0	4	3	0	7	6	4	4	5	4	6	5	3	2	8	0	3	3	3	2	6	1	7	4	2	4	9	3	1	2	1	1	0	0	0	2	3	1	2	5	0	7	8	4	5	1	1	0	1	4	6	6	2	2	2	2	10	2	1	4	2	0	0	0	6	1	8	3	2	6	5	0	7	0	9	0	1	1	1	20	10	11	3	1	5	4	5	1	0	5	2
tmouse_ 130	11	5	0	12	1	123	0	3	2	69	20	0	0	0	20	26	31	0	76	91	22	2	1	60	0	38	15	62	17	90	38	70	3	2	0	24	7	2	0	2	0	0	58	2	22	0	24	0	40	67	20	10	38	35	11	0	62	29	87	34	0	42	0	27	0	21	9	12	2	12	0	45	8	1	9	23	26	42	11	3	0	8	8	0	1	10	4	42	28	10	41	23	23	0	28	4	3	0	1	30	9	16	6	29	7	24	20	26	9	14	10	31	19	0	12	30	2	12	12	26	7	28	4	19	27	18	8	1	23	16	24	26	28	0	18	5	15	25	10	7	6	13	1	17	0	23	7	0	6	0	11	29	18	10	0	6	7	11	6	2	2	22	10	17	12	12	0	20	9	1	0	4	3	0	30	24	0	9	8	2	5	8	21	3	4	0	2	15	9	15	15	0	14	1	15	4	5	3	6	1	1	20	19	24	18	9	10	11	7	13	0	0	14	29	9	0	0	0	17	3	18	9	0	10	5	22	2	8	1	2	12	1	1	12	0	3	12	10	2	3	5	0	6	16	8	21	0	17	3	18	5	4	4	9	1	2	4	15	6	5	5	10	10	10	8	2	18	1	2	0	0	8	14	1	2	0	3	13	4	0	4	1	3	9	6	7	1	5	5	13	0	20	6	12	13	3	6	2	14	2	3	12	3	8	3	3	9	6	14	2	5	15	0	0	13	0	1	1	3	0	9	4	3	6	0	5	3	5	3	8	3	0	9	1	21	3	0	4	9	4	8	5	0	6	7	4	2	7	4	3	8	5	2	3	1	9	7	7	1	1	0	3	2	0	3	0	15	1	1	5	6	5	0	2	15	14	0	5	19	0	14	11	0	5	9	0	0	1	3	0	7	14	7	1	3	3	5	16	2	2	9	0	0	1	7	0	6	1	9	0	5	12	0	6	15	7	2	1	0	5	1	3	4	5	0	2	3	3	9	1	1	4	6	10	2	3	12	4	5	0	22	0	2	0	9	2	4	5	4	0	0	11	1	6	5	9	0	0	3	11	6	7	5	3	2	2	9	3	3	6	2	1	0	6	2	2	4	4	4	5	6	2	3	5	4	2	4	0	0	3	0	7	3	0	4	5	2	4	1	0
tmouse_ 131	1	1	2	53	2	58	0	26	1	50	58	0	0	0	22	57	41	0	38	62	46	0	0	42	0	28	15	30	34	34	23	55	0	8	0	25	25	3	0	6	1	0	18	17	29	0	46	0	56	40	11	15	36	19	3	0	28	23	74	24	0	51	0	25	0	25	12	23	6	30	3	27	9	1	11	19	24	14	8	5	0	18	15	0	3	34	12	10	21	10	19	34	11	7	23	18	9	0	1	16	11	2	3	14	11	20	18	13	11	13	9	15	22	4	15	16	14	9	23	22	10	14	12	21	12	19	10	9	8	16	21	15	8	0	13	5	2	19	2	4	9	17	9	10	0	15	4	0	10	0	9	10	17	12	0	17	7	10	8	4	2	4	13	8	9	6	6	13	5	13	0	5	7	0	8	7	0	8	16	0	16	11	14	17	0	5	2	18	9	11	10	2	11	7	4	13	2	19	6	11	8	8	13	6	7	22	11	7	6	7	0	0	9	14	13	1	1	10	5	9	9	9	0	12	12	6	0	4	7	8	7	11	0	7	1	5	15	11	7	3	5	0	11	2	9	12	0	10	0	4	4	0	1	6	2	3	5	11	9	14	4	17	8	11	9	6	7	7	3	5	0	0	13	3	2	8	3	13	5	5	5	1	1	5	9	10	15	11	5	4	1	7	5	7	12	13	13	5	8	9	0	6	2	5	4	0	7	7	14	1	9	5	3	2	9	1	1	9	1	2	10	1	14	5	0	3	17	5	10	8	12	0	12	3	13	5	0	4	6	8	5	2	1	4	4	9	3	14	1	3	8	0	6	3	6	11	4	16	0	5	1	1	2	0	4	1	14	6	6	4	4	3	0	5	8	12	0	6	9	3	8	6	4	9	4	0	0	6	9	0	8	9	3	13	6	8	5	7	2	7	6	2	1	1	4	0	4	4	6	2	13	6	2	7	7	2	0	3	2	4	3	6	8	2	0	4	3	9	5	3	6	6	5	4	11	4	7	6	6	0	8	1	1	0	2	4	8	3	5	0	5	4	2	5	5	6	5	4	2	6	11	9	8	8	0	4	3	4	4	6	4	2	0	5	0	3	6	6	4	6	4	6	5	2	1	1	1	3	0	9	2	2	6	3	6	10	3	12	4	0
tmouse_ 132	11	1	4	274	136	73	0	87	3	60	95	4	0	0	33	91	100	165	31	42	78	3	0	59	0	51	118	36	61	18	33	29	56	60	0	71	75	39	0	1	2	0	0	32	29	0	27	40	1	4	27	20	4	4	40	0	1	2	1	8	7	5	0	32	12	26	14	21	13	15	14	7	31	34	34	10	8	2	10	20	36	7	13	10	1	4	14	2	3	29	4	3	1	15	6	22	26	0	19	1	17	7	15	3	13	2	11	4	13	27	23	11	7	1	17	4	17	16	9	7	9	1	12	1	5	20	24	16	3	5	0	3	2	0	3	8	8	3	3	21	10	13	11	6	0	6	6	12	12	13	4	4	8	1	24	10	11	12	3	8	0	0	1	0	2	14	8	1	14	10	1	14	14	21	0	3	0	10	19	0	7	20	1	6	3	4	11	10	4	1	0	6	2	4	1	3	1	12	10	2	3	2	1	3	3	5	8	7	8	5	12	24	1	3	4	18	0	2	1	1	4	6	13	1	5	1	0	2	12	10	5	13	0	1	20	9	8	3	5	0	12	0	2	0	7	3	11	1	11	0	1	14	10	4	8	1	3	2	18	8	8	7	1	4	8	3	0	6	0	12	0	0	6	12	4	5	9	3	5	10	2	2	4	0	2	2	2	12	5	9	5	1	11	2	3	3	10	4	7	6	0	2	6	8	14	0	0	8	0	0	4	3	4	8	5	14	17	5	3	9	8	0	3	0	0	12	4	5	1	2	0	0	2	8	0	5	0	6	4	8	2	1	4	7	1	6	9	1	2	3	5	6	1	3	10	2	4	5	9	8	0	14	0	6	0	12	0	9	7	1	3	2	0	4	4	1	0	2	0	0	0	4	3	4	0	5	0	5	4	0	1	2	5	7	8	6	2	0	7	4	4	4	5	9	1	0	5	4	2	2	2	2	9	10	7	2	3	8	1	0	3	2	1	2	0	1	5	1	0	2	2	8	0	2	6	1	3	1	3	0	0	2	9	3	0	2	2	6	6	1	3	1	11	1	4	3	7	4	9	1	6	0	4	2	12	1	0	3	1	3	4	5	12	5	0	2	3	5	2	8	5	5	10	1	6	11	2	4	0	0	3	1	7	1	3	0	4	7	1	0
tmouse_ 133	24	0	4	295	195	70	0	126	4	68	93	0	0	0	138	81	140	72	46	41	100	3	0	52	0	51	120	29	56	25	27	27	67	42	0	57	69	46	0	0	1	0	0	36	23	0	28	29	7	4	31	34	3	2	42	0	5	2	2	5	2	5	0	32	25	20	7	24	43	10	13	10	29	16	44	4	13	2	8	38	22	14	12	8	6	1	24	4	3	21	2	2	2	10	3	14	27	0	15	0	16	9	23	1	18	3	17	3	4	18	22	11	2	7	12	2	9	18	18	6	13	3	15	1	14	18	18	16	4	12	0	1	3	0	0	22	16	7	18	10	16	14	12	0	0	3	14	10	18	13	2	0	9	0	15	7	17	13	1	7	1	0	0	3	4	17	12	1	18	10	0	9	14	14	0	0	2	11	10	1	9	8	2	3	2	9	4	4	5	2	1	5	3	5	1	5	0	12	6	1	10	4	1	1	4	1	7	7	9	7	8	14	2	2	8	17	0	4	0	1	5	0	12	1	6	0	0	1	9	19	3	12	0	2	16	14	12	1	2	0	10	0	3	0	11	1	7	7	7	2	1	8	10	5	11	5	8	1	9	9	10	8	6	4	9	3	0	12	1	12	3	0	4	19	17	2	14	2	5	7	1	15	6	7	7	0	7	6	9	6	7	1	8	1	1	8	6	6	6	6	1	1	5	5	6	1	1	8	4	1	4	12	0	6	9	15	10	8	13	6	1	2	7	5	3	9	10	14	4	5	0	0	1	5	0	4	0	13	8	4	0	2	0	7	0	8	7	5	8	7	8	7	2	0	0	0	14	5	15	4	0	6	0	11	1	4	2	8	8	4	2	0	0	3	5	4	2	4	2	0	0	2	2	4	1	4	5	8	1	0	0	4	7	13	2	7	2	0	5	4	3	8	8	1	6	0	2	6	3	7	6	1	3	6	6	0	2	1	7	5	4	7	1	3	0	0	6	12	0	1	4	5	5	2	3	4	1	0	5	0	1	2	7	10	0	6	1	3	2	2	0	1	3	2	10	7	4	4	5	2	4	5	3	4	6	1	2	4	3	9	5	10	5	10	1	7	9	2	2	6	5	3	5	0	5	5	6	7	1	1	3	8	3	1	2	2	7	5	9	0
tmouse_ 134	7	117	2	1	2	74	0	5	9	51	11	13	1	0	30	0	0	0	53	50	4	1	40	42	0	25	16	31	19	47	21	55	0	0	32	28	0	6	0	41	2	0	53	0	19	0	18	0	50	34	16	7	18	38	7	0	35	24	22	26	3	21	0	20	3	7	32	10	6	39	0	22	12	0	16	40	28	32	31	7	0	14	4	0	7	0	3	25	34	7	18	20	27	0	31	11	0	0	0	15	7	9	11	17	8	14	18	10	29	8	12	13	14	0	9	25	4	19	18	24	35	7	7	15	12	6	5	4	15	22	13	3	12	0	17	6	4	19	7	5	3	3	6	13	2	15	7	0	2	0	29	12	16	20	0	6	3	13	13	2	18	17	17	3	10	0	4	11	8	2	0	10	15	0	24	16	0	9	6	0	14	3	15	7	3	1	3	10	8	8	13	0	12	11	14	10	2	5	5	16	1	5	16	5	1	21	2	8	8	18	1	0	10	12	11	2	1	0	4	8	9	10	0	4	4	15	0	7	5	3	13	0	3	9	1	1	7	5	13	15	1	0	15	18	9	11	0	14	1	8	7	5	0	7	1	21	18	5	2	8	3	7	10	8	2	10	15	4	4	0	0	2	6	1	2	11	0	2	2	2	27	5	7	7	7	6	0	8	6	7	1	7	2	1	1	10	9	4	3	1	10	7	4	5	2	11	15	2	9	7	3	5	2	0	5	0	0	2	0	3	6	7	9	10	0	2	9	1	6	7	15	1	4	10	9	4	0	0	4	13	5	5	1	7	1	3	4	11	3	3	2	6	13	9	0	6	5	11	0	12	2	0	1	0	21	0	17	2	5	14	18	8	1	2	15	6	0	5	9	0	5	4	0	6	6	0	0	2	1	0	5	4	2	0	4	1	4	8	6	8	4	0	0	1	6	0	2	1	11	0	1	8	0	4	6	4	11	5	0	6	3	5	16	8	0	5	7	4	2	0	3	4	8	5	0	8	14	3	5	0	10	0	0	0	4	5	9	2	0	0	0	3	5	7	2	1	0	0	1	5	1	6	0	1	0	2	7	3	1	3	5	0	0	3	6	8	2	3	3	3	3	4	0	7	2	1	1	1	0	7	0	0	7	1	0	3	1	5	7	0
tmouse_ 135	4	1	0	10	4	74	0	9	5	38	7	0	0	0	27	1	25	0	52	56	10	1	10	49	0	21	7	32	13	32	24	76	0	2	2	27	3	3	0	3	0	0	61	0	19	0	25	0	45	52	14	6	44	42	33	0	42	51	15	36	0	30	0	10	0	9	13	6	0	10	1	46	5	1	8	40	34	29	12	4	0	7	7	0	1	1	3	40	29	7	22	18	33	0	24	1	2	0	1	39	10	8	2	26	5	29	15	39	3	7	8	12	28	0	8	28	2	15	7	27	3	15	9	23	17	8	6	0	30	10	17	1	33	0	20	1	19	18	1	10	2	4	1	23	0	14	6	0	11	0	17	14	8	18	0	9	11	11	8	1	2	19	21	32	20	2	2	27	5	0	0	6	5	0	2	27	0	9	5	0	19	4	16	0	0	1	0	7	16	2	18	0	5	4	18	4	4	6	4	6	1	21	21	16	15	8	6	11	5	5	0	0	21	12	22	2	0	0	14	7	14	6	1	5	4	10	0	18	2	5	8	2	0	14	0	1	4	12	5	0	3	0	6	3	6	13	0	13	24	10	8	6	1	5	0	4	1	13	7	4	2	3	3	14	2	1	18	3	8	1	0	4	2	0	0	0	0	1	1	1	6	5	4	5	5	14	0	2	3	13	1	8	0	2	4	3	2	4	4	11	1	5	1	4	4	9	9	1	6	2	6	10	0	0	9	0	0	0	0	0	7	0	6	4	0	1	3	4	7	4	1	0	16	2	15	1	0	0	2	2	1	4	2	3	13	3	3	8	2	1	2	6	5	4	0	9	2	5	1	2	0	2	1	0	2	0	14	2	1	4	3	12	0	1	6	8	1	5	4	0	6	4	0	2	12	1	0	3	4	0	10	6	1	0	4	1	2	14	1	2	2	1	0	0	9	0	5	0	9	0	6	6	1	3	5	12	2	2	0	3	2	7	3	2	0	3	1	3	5	0	2	1	4	6	2	4	11	3	0	1	12	0	1	0	9	2	4	5	2	2	2	11	3	17	4	3	0	0	4	9	11	2	0	4	0	3	12	0	1	2	0	0	0	3	6	3	1	2	3	2	5	1	0	11	1	0	5	2	0	10	1	4	1	2	0	1	0	1	0	0
tmouse_ 136	64	171	66	22	6	98	0	13	73	77	79	14	20	0	52	1	2	1	73	66	36	10	10	59	0	40	23	36	34	24	27	53	0	4	26	25	19	26	0	29	12	0	12	7	34	0	21	0	17	30	23	17	40	21	12	0	20	19	24	25	22	27	0	25	10	13	37	22	1	18	0	32	24	0	7	25	24	15	18	11	0	25	12	1	36	0	8	31	21	7	17	13	20	0	15	14	16	1	0	11	5	15	3	13	13	10	16	16	22	10	11	16	11	0	11	20	9	13	8	15	15	16	5	8	12	5	11	5	15	11	16	8	7	0	18	3	0	16	2	16	16	7	10	7	0	6	7	0	8	0	10	10	8	13	1	9	0	14	8	6	17	13	13	19	9	1	7	6	2	8	1	3	19	1	1	10	3	12	11	3	13	8	11	6	1	0	2	6	9	7	9	2	24	9	8	11	8	13	4	12	2	7	4	3	7	12	5	7	9	12	0	0	6	7	9	5	5	8	10	7	7	4	1	13	8	2	0	5	4	0	8	3	9	8	1	4	3	8	13	9	2	0	3	2	3	5	0	0	1	7	4	2	0	3	3	11	17	6	8	6	8	4	12	8	7	11	1	9	5	0	6	12	7	1	5	7	4	7	6	1	9	1	11	16	2	5	0	3	1	3	0	5	3	8	1	8	2	6	3	1	2	6	13	2	2	4	5	6	4	3	9	5	1	0	6	2	0	2	2	1	8	3	13	4	0	4	9	1	8	9	1	0	6	3	0	12	9	2	3	3	6	1	0	7	9	7	2	4	5	4	6	0	9	1	0	2	6	2	0	12	9	3	0	1	4	6	7	1	9	7	10	5	15	7	3	3	0	9	4	2	8	5	0	5	7	4	1	4	5	2	7	6	3	0	10	1	9	3	6	2	2	1	3	3	5	0	3	0	4	1	5	9	0	4	6	2	4	3	3	5	1	3	5	6	0	7	2	3	6	2	1	2	1	5	2	5	4	7	5	0	4	0	1	0	4	5	12	4	2	0	13	4	6	3	6	1	0	2	1	3	2	2	2	5	0	2	3	1	3	5	5	0	0	4	5	7	0	3	2	1	2	1	6	2	9	0	1	2	2	1	7	2	2	2	3	4	4	6	7	9
tmouse_ 137	15	6	2	274	113	144	0	133	0	105	122	0	0	0	96	58	125	151	82	95	84	0	0	78	0	108	118	43	91	44	60	16	73	50	0	69	89	30	0	0	0	0	1	24	12	0	66	66	2	2	35	30	8	2	43	0	1	1	5	6	6	3	2	41	29	30	20	34	20	8	17	1	21	26	16	6	4	2	5	30	35	15	18	9	1	3	20	4	4	31	1	0	0	27	1	22	46	0	19	1	34	6	27	1	18	2	13	2	10	25	28	19	2	3	13	3	13	22	13	0	6	1	13	0	4	25	29	18	3	9	0	1	0	0	3	17	19	1	2	15	22	28	11	3	0	1	9	8	14	24	7	2	6	3	25	12	9	13	1	17	2	0	1	3	0	17	15	1	13	13	0	6	7	12	0	2	1	19	8	0	1	21	4	3	2	15	7	12	0	0	0	8	3	7	1	4	0	15	9	0	9	1	0	0	2	5	5	5	5	7	16	21	0	2	1	18	0	7	0	2	6	8	11	0	8	0	0	3	9	14	2	11	1	1	19	9	7	2	3	0	12	0	5	0	9	0	10	1	7	1	0	13	7	3	8	0	1	0	5	13	4	7	8	4	9	2	1	6	4	9	1	0	8	11	10	1	15	0	6	7	2	12	9	5	2	1	1	8	9	5	13	0	8	0	4	7	13	9	10	9	0	1	5	2	3	0	0	6	3	3	9	6	8	10	10	10	12	13	2	8	1	0	4	0	4	7	4	3	1	0	0	1	0	3	1	1	0	15	8	6	1	1	1	9	0	6	12	3	4	6	5	7	6	6	4	0	6	5	10	4	0	9	0	8	0	2	2	4	4	1	0	0	0	2	6	0	1	1	1	1	3	3	3	8	2	1	2	5	3	0	1	0	8	0	5	11	0	1	7	12	3	14	3	6	13	0	2	3	3	3	3	0	6	5	1	2	1	2	23	0	5	8	1	3	0	0	6	5	1	1	6	2	2	0	5	3	1	0	5	3	0	9	9	9	0	8	6	4	1	0	1	4	6	0	8	14	6	14	5	0	7	0	7	7	7	2	0	2	3	3	7	3	5	7	1	1	7	3	3	2	4	2	5	2	11	7	6	6	3	0	4	2	1	1	2	0	5	5	5	0
