Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
937	474	436	424	296	0	132	97	0	77	63	192	83	99	76	47	52	97	72	0	0	33	35	121	94	46	77	70	19	33	0	45	71	36	45	18	24	113	13	43	2	75	2	43	46	6	5	49	2	21	7	25	5	6	3	0	11	0	14	7	7	5	44	35	33	30	5	16	20	20	34	25	30	16	14	4	7	16	11	40	10	0	10	0	22	2	5	49	43	12	8	4	16	3	33	20	2	30	8	1	14	3	3	5	4	17	25	19	18	1	5	12	35	10	1	7	7	0	0	16	4	16	1	16	18	21	12	4	5	10	27	20	13	10	26	17	12	30	6	8	20	8	1	9	1	0	9	3	2	1	20	2	9	2	1	16	23	3	16	28	3	5	1	3	2	1	0	2	14	17	30	20	1	3	18	8	16	1	17	17	1	10	7	2	5	7	0	11	0	14	3	10	12	14	5	1	21	16	4	20	1	12	10	1	4	20	16	8	0	2	3	8	1	9	7	13	7	5	10	2	15	3	14	17	23	6	8	3	1	1	0	14	7	16	9	1	3	7	6	5	1	15	13	7	9	2	10	2	0	2	1	20	19	12	7	1	0	13	9	6	6	4	7	14	3	17	6	1	2	0	4	11	2	11	3	1	21	18	5	3	0	3	8	16	4	3	1	1	6	0	4	17	18	0	8	18	7	3	14	11	4	8	6	3	4	0	1	10	3	15	23	4	10	7	4	6	2	2	0	1	5	12	1	4	5	5	5	5	5	15	9	0	8	9	3	7	3	7	10	10	11	7	9	3	0	11	7	3	4	3	1	7	5	2	15	11	4	1	10	4	6	2	3	7	8	0	2	1	1	5	3	5	8	1	4	10	5	3	5	4	7	4	13	1	2	27	1	1	8	0	13	2	6	7	4	2	2	15	23	1	3	6	5	4	1	6	5	1	16	0	0	12	4	1	2	13	5	6	2	0	5	5	1	7	3	4	3	2	2	4	3	1	9	6	10	5	5	1	2	0	4	0	4	14	0	6	1	2	1	4	2	4	2	0	4	4	3	6	7	2	6	5	3	4	7	6	8	6	1	3	7	13	1	9	4	2	7	7	1	4	0	2	8	4	2	1	2	5	0	4	2	4	5	4	3	2	2	6	9	2
12	3	219	12	1	0	7	2	0	1	128	41	2	51	10	77	146	14	0	0	0	83	72	8	33	1	1	12	70	13	0	1	11	1	67	19	51	59	73	37	71	8	0	32	12	43	45	10	58	8	38	20	37	55	8	0	46	0	25	1	47	35	1	18	13	30	19	22	0	30	23	0	11	23	2	41	33	39	0	10	21	9	20	3	0	28	26	11	14	0	20	42	6	22	0	4	23	21	30	20	14	24	26	24	28	9	7	17	13	26	33	14	16	29	29	10	18	28	15	4	8	13	14	4	24	21	9	21	27	6	1	1	13	15	2	14	12	2	22	22	0	13	21	6	16	22	12	11	22	7	2	6	7	24	9	4	1	11	7	11	18	17	19	14	18	20	0	6	2	14	1	0	9	2	4	11	0	17	5	8	14	1	6	15	11	15	0	1	1	14	9	3	11	19	12	24	4	15	15	0	12	6	11	8	0	12	7	0	16	8	9	9	14	10	11	0	20	15	4	31	4	10	16	13	13	13	5	12	17	6	16	2	3	2	14	10	9	9	14	1	9	2	6	12	29	17	14	14	18	17	0	6	2	10	7	16	5	0	1	3	11	11	2	9	9	4	10	11	8	5	23	2	7	4	10	15	4	12	7	12	11	14	5	4	16	8	0	10	12	3	0	1	2	8	6	5	18	6	0	11	3	5	8	1	1	6	13	0	2	4	3	2	12	13	4	12	10	2	1	11	6	3	6	3	2	8	9	9	2	4	0	16	7	1	3	0	20	1	8	10	7	8	7	17	6	5	0	8	0	9	0	4	10	12	3	3	0	7	2	11	7	14	7	0	5	0	5	7	7	8	9	0	1	16	2	4	2	11	7	0	3	2	8	10	10	0	11	11	6	2	0	0	0	2	11	4	13	4	3	9	5	2	4	6	11	1	6	7	6	13	5	0	20	14	3	7	4	0	4	0	0	7	12	3	0	11	5	5	0	5	10	8	3	6	5	1	5	13	8	0	3	8	5	1	8	8	6	2	5	2	6	6	9	7	6	8	6	1	5	5	6	2	2	5	8	2	5	4	7	5	0	0	5	2	1	4	3	4	5	2	12	8	3	7	8	6	3	3	11	3	12	1	0	2	6	0	0	8	1	3
19	3	57	18	6	0	8	11	74	5	111	59	3	29	35	99	30	51	2	101	0	80	114	25	35	1	3	29	64	53	0	8	7	22	58	32	71	29	51	68	37	8	0	38	37	52	38	20	33	32	43	9	40	34	3	0	39	0	1	1	22	54	0	41	16	31	22	29	0	36	31	1	13	7	18	23	33	12	1	12	21	0	33	1	3	39	34	16	27	0	33	30	22	32	0	7	26	28	20	30	19	24	20	22	17	12	4	18	20	24	18	12	13	4	11	21	25	23	22	3	15	14	25	5	18	9	20	30	21	1	1	0	12	23	7	21	18	12	29	15	1	16	22	10	17	6	4	32	18	4	15	1	7	23	0	4	0	10	4	13	11	20	18	13	9	16	1	7	1	21	5	2	14	2	1	8	2	15	14	14	15	2	9	20	16	17	0	3	0	33	16	8	14	9	14	15	6	16	22	1	17	4	15	9	6	15	23	3	12	7	12	10	16	16	8	0	4	12	2	7	9	7	13	3	12	16	5	20	12	16	7	2	0	3	8	21	14	6	12	4	14	0	10	6	9	7	7	18	9	16	1	12	2	11	16	3	14	1	4	3	12	11	3	6	4	4	10	12	9	13	4	4	8	2	10	13	9	5	11	14	5	8	6	8	11	6	0	5	4	0	0	0	8	13	2	9	8	10	1	6	3	10	2	6	0	8	10	2	3	9	3	0	5	10	1	8	6	11	0	7	4	5	10	2	2	1	11	8	1	7	0	7	9	3	10	0	9	2	8	17	4	2	5	9	8	5	0	7	7	11	1	5	9	11	3	4	3	10	3	4	1	3	8	0	5	0	8	11	5	10	9	2	0	5	10	8	5	6	3	1	11	2	7	5	8	0	13	6	4	1	0	0	1	12	6	2	6	4	3	7	11	14	5	0	7	6	9	0	4	8	14	0	5	12	2	11	3	3	1	1	0	5	5	6	0	10	9	11	1	6	6	11	6	8	2	6	1	10	7	0	4	5	7	4	7	6	12	3	2	2	5	3	9	9	2	7	5	1	9	0	6	7	6	3	8	8	5	5	10	5	0	0	6	7	1	3	9	0	11	3	6	4	7	5	9	6	5	1	4	7	8	3	5	0	7	0	0	5	3	19
7	4	63	13	4	1	23	15	1	6	88	26	2	54	0	57	13	6	0	126	0	56	68	38	24	0	3	20	41	27	0	3	7	10	108	31	46	64	33	31	54	1	0	16	26	56	59	19	64	64	62	15	46	34	14	6	59	0	8	1	57	15	0	26	13	36	19	45	1	25	34	1	8	9	11	50	34	52	1	4	22	1	13	1	0	54	32	7	16	0	37	43	8	47	0	11	44	17	34	23	5	32	38	40	39	11	6	8	9	24	26	21	8	0	34	20	35	42	48	0	11	19	39	4	14	14	7	22	30	2	2	1	12	13	3	6	12	4	24	25	0	20	34	13	25	3	6	29	20	2	11	2	7	35	12	9	0	16	6	16	26	8	29	15	21	22	0	6	2	14	3	0	21	2	3	5	0	31	4	12	31	0	0	21	18	7	1	3	0	17	10	5	5	15	13	12	3	2	23	0	23	3	8	21	3	11	10	0	15	17	18	17	19	9	14	0	19	20	3	16	7	17	11	4	5	16	5	24	18	18	22	2	0	3	6	16	8	3	5	2	12	0	14	12	9	9	11	13	21	8	0	4	3	3	13	1	16	1	0	0	8	6	0	9	5	0	1	17	16	10	14	3	3	2	8	23	5	7	4	19	8	22	3	3	6	7	0	17	3	0	1	0	9	3	1	11	19	7	0	5	1	5	10	4	0	11	16	1	5	4	0	0	4	3	3	15	11	10	1	16	6	8	5	5	3	3	3	5	0	5	0	6	7	5	6	0	9	0	8	7	4	6	3	17	15	4	0	5	5	6	0	6	6	9	0	4	0	9	4	10	4	20	14	0	2	0	21	9	12	6	17	1	1	17	2	3	4	6	5	1	6	1	1	9	7	0	9	8	8	1	0	0	4	6	7	5	2	7	3	15	8	12	2	3	6	3	2	1	6	12	13	0	4	12	0	9	3	4	1	2	0	3	15	2	0	8	8	6	0	1	3	5	4	8	10	9	3	5	12	0	3	4	5	0	11	2	7	0	4	1	0	9	10	8	2	8	7	1	1	2	4	1	12	0	3	1	3	6	9	7	0	0	7	0	1	3	4	4	6	2	1	11	2	9	15	8	3	2	10	0	6	4	3	0	6	0	0	1	4	1
13	1	90	8	4	0	22	5	0	0	86	34	0	64	2	65	4	11	0	4	0	36	64	15	25	1	2	14	46	4	0	1	12	0	73	94	49	59	54	29	67	2	0	55	26	56	66	12	46	2	40	14	61	73	7	0	39	0	18	0	47	17	0	9	12	21	32	39	0	45	23	0	7	15	3	33	35	26	0	3	27	1	36	0	1	35	47	7	16	0	31	29	8	35	0	2	46	17	21	28	12	22	14	39	24	5	15	14	17	30	32	17	15	12	30	11	17	15	25	5	18	21	21	2	43	15	7	34	17	2	0	0	16	9	5	14	17	4	26	13	0	36	26	10	23	3	15	24	17	0	8	12	2	24	5	0	3	22	1	5	26	31	15	16	18	18	4	5	0	23	2	0	10	9	3	8	0	25	5	8	11	1	5	12	18	2	0	0	0	15	17	7	12	13	9	22	9	12	21	0	13	3	8	12	4	19	13	0	16	34	12	21	13	14	17	0	20	22	3	17	17	13	18	4	7	11	0	17	11	16	14	2	1	0	14	23	20	7	15	0	17	0	12	13	13	9	5	9	17	21	0	4	2	5	22	11	3	0	2	0	17	3	0	5	18	0	0	18	11	12	3	5	14	4	13	12	2	7	7	15	15	13	9	19	12	5	0	19	7	0	0	0	10	1	6	10	10	1	1	13	3	5	14	6	0	11	20	0	6	4	0	3	2	12	0	8	11	4	0	8	6	2	10	6	3	11	8	20	0	2	0	19	8	2	3	0	13	3	5	8	12	11	8	11	10	12	1	3	3	13	0	7	6	21	2	4	0	8	0	7	10	14	13	0	6	0	10	9	6	13	9	0	0	6	0	5	4	2	4	2	10	3	4	16	3	0	10	11	4	3	0	0	1	3	12	1	5	10	3	16	8	6	6	2	7	3	5	0	0	12	8	0	16	10	0	10	4	2	2	0	0	4	16	7	0	16	8	4	1	3	10	12	11	3	9	11	4	7	9	0	1	6	6	0	8	4	4	1	8	2	5	8	10	11	5	7	5	3	0	3	10	2	13	5	6	6	9	3	11	2	0	0	8	4	3	3	4	1	5	5	13	10	3	1	8	11	2	3	4	0	7	0	6	0	7	0	0	9	1	1
2	4	4	193	53	1	114	1	2	0	75	141	1	58	88	56	122	117	1	0	0	51	33	74	60	38	38	53	64	0	0	112	14	1	56	1	31	59	54	37	6	47	0	50	73	36	17	43	10	4	22	28	15	13	1	0	13	0	37	5	16	34	14	20	38	49	19	16	0	34	46	7	21	41	3	23	9	12	0	11	24	47	15	25	17	7	12	25	25	9	9	10	49	21	1	10	10	36	19	9	51	13	7	6	15	24	18	20	16	11	16	36	12	0	3	24	11	6	5	10	33	29	9	27	21	18	43	14	18	1	9	32	23	17	17	25	19	12	11	16	6	15	12	19	7	0	11	6	17	18	11	19	0	6	2	13	1	6	8	13	11	7	1	6	6	7	2	1	12	20	10	5	5	16	7	13	8	4	23	9	5	8	14	5	3	4	0	0	0	22	12	12	19	17	8	1	25	15	13	18	4	18	30	25	0	7	25	8	10	2	7	11	8	20	10	4	7	6	14	10	10	3	12	9	9	2	12	5	12	5	3	19	4	9	1	7	15	18	10	7	6	1	3	6	6	2	5	10	3	7	26	9	9	25	7	22	1	25	11	10	16	9	4	4	3	8	8	7	5	1	1	2	12	14	4	3	16	14	13	4	1	5	15	13	7	6	0	1	8	0	3	7	8	1	22	6	11	13	8	15	10	16	3	20	5	2	6	13	0	17	7	21	14	1	3	4	2	13	1	4	15	5	14	13	8	5	9	6	12	7	0	6	11	3	5	1	4	9	14	8	10	5	4	5	0	0	0	11	0	9	4	4	7	12	16	4	4	3	6	9	2	4	4	6	6	0	3	5	0	3	4	8	5	4	0	10	8	11	10	10	4	4	3	12	4	0	2	3	5	2	1	4	9	12	9	2	5	10	6	3	4	4	5	6	2	7	6	14	7	2	1	2	4	4	10	9	12	3	8	2	0	14	4	15	4	7	6	11	0	4	10	11	6	7	7	3	3	6	9	1	8	2	13	3	6	6	4	4	1	4	0	9	5	2	4	5	3	0	15	1	7	11	3	10	11	18	5	4	4	7	1	9	4	10	3	7	14	3	4	2	1	4	6	3	3	0	6	6	0	8	5	0	3	1	4	10	1	13	6	6
7	1	4	294	348	0	89	1	1	0	373	105	125	296	148	320	46	114	0	0	0	225	155	109	87	74	89	103	132	0	0	25	29	1	17	0	109	51	58	151	2	59	66	85	44	1	5	58	4	0	3	36	1	3	35	0	3	0	17	42	1	1	38	3	32	23	34	6	83	4	34	4	46	38	0	5	0	9	0	42	7	1	1	16	11	2	2	26	34	13	2	2	29	1	58	9	0	24	1	3	3	0	4	3	1	29	16	15	24	0	6	29	16	0	1	19	4	2	0	61	11	7	2	43	11	13	16	3	1	15	24	13	19	19	18	11	20	9	5	13	26	3	0	17	0	0	8	3	2	10	3	0	4	0	4	21	14	2	24	8	3	0	0	1	0	1	1	1	0	7	9	8	0	46	22	25	3	0	12	6	1	30	12	0	0	1	0	0	0	13	1	20	16	16	4	1	9	11	3	3	1	16	14	2	0	3	5	4	1	1	0	8	2	9	3	0	2	4	17	12	5	2	8	6	7	0	12	0	9	1	0	16	4	10	14	1	4	6	5	21	0	0	14	1	8	1	0	0	3	2	0	27	7	6	2	5	0	13	12	18	6	11	13	1	2	7	2	0	4	1	2	13	7	7	2	2	8	12	6	2	3	0	12	8	6	3	17	0	14	0	4	16	0	1	6	1	6	4	11	3	14	8	1	2	11	0	2	3	1	11	2	8	3	2	2	0	0	7	0	0	9	21	3	8	4	9	4	0	1	1	0	0	7	22	8	12	0	7	2	2	13	2	8	2	0	0	1	10	1	5	0	7	10	5	6	13	4	1	2	3	7	0	1	6	6	0	0	0	0	1	1	6	8	0	1	5	7	6	8	12	6	10	5	1	3	0	1	0	3	1	1	16	14	5	7	0	1	6	2	1	0	8	6	6	3	15	9	8	9	1	0	17	2	1	6	10	9	11	9	8	8	8	5	2	5	3	0	3	0	1	2	5	5	7	2	2	3	0	6	1	6	1	4	9	1	3	1	12	6	8	0	1	0	0	14	1	0	1	9	13	7	6	2	0	4	7	0	9	0	7	0	7	0	6	13	5	2	2	1	3	0	3	10	2	0	2	3	5	0	5	0	0	3	4	0	4	0	13	0	12
2037	924	220	135	210	0	25	230	7	289	77	197	98	62	1	95	0	29	254	0	0	37	18	68	136	25	20	58	22	25	0	15	61	104	32	35	23	30	15	25	0	57	0	6	23	2	5	3	3	18	4	45	1	5	0	0	4	0	12	0	9	4	1	20	10	21	4	3	1	34	12	0	33	8	28	4	4	12	60	10	4	0	21	4	0	2	3	32	37	0	7	0	5	5	0	30	2	5	3	4	5	3	3	7	3	16	15	23	6	1	6	9	27	1	0	7	6	2	6	9	6	10	3	19	18	22	3	2	10	16	3	25	13	1	12	11	16	29	2	2	0	5	4	5	0	0	6	8	5	1	14	0	5	4	10	10	11	13	12	24	1	16	1	4	1	1	9	0	15	9	11	17	0	15	6	8	0	3	14	10	2	2	4	1	2	0	0	8	0	12	5	8	6	9	1	0	24	9	3	11	1	1	8	5	11	14	8	7	0	1	3	2	0	9	11	0	5	6	5	3	13	10	7	5	13	9	9	1	7	1	4	3	0	9	6	7	5	12	4	1	14	18	1	17	8	1	5	3	0	11	0	5	5	6	14	3	1	0	0	2	11	11	5	0	3	7	1	0	4	0	3	4	6	3	2	3	5	7	2	5	1	1	4	10	9	2	0	0	9	1	1	4	8	0	12	10	1	11	3	13	4	4	5	2	0	0	1	1	20	13	4	15	1	8	0	6	7	3	0	1	2	5	4	8	1	7	3	8	0	10	16	2	2	2	4	3	0	0	4	2	3	10	6	1	0	5	18	3	12	2	4	10	1	6	2	5	13	3	10	2	8	2	1	0	3	0	4	2	0	7	3	0	2	4	5	3	12	2	7	2	3	3	7	3	2	5	1	2	7	0	9	0	13	2	7	0	3	10	12	0	10	6	5	1	2	6	2	1	3	1	7	4	1	1	0	5	5	2	1	0	1	1	2	4	1	0	9	1	7	4	4	10	6	4	8	4	4	0	3	0	4	1	7	3	0	0	0	4	15	1	8	3	2	2	3	3	1	2	12	2	3	0	2	3	0	5	11	7	2	2	4	5	1	1	4	0	10	15	0	3	0	2	5	3	0	2	0	7	0	4	1	4	3	0	5	4	0	6	17	4
1043	153	125	297	333	0	119	130	38	51	100	160	66	103	65	77	53	108	135	0	0	56	50	75	61	35	39	74	50	17	0	59	50	34	43	14	35	42	32	31	0	58	11	38	35	7	14	27	8	11	12	42	12	4	10	0	28	0	11	10	12	10	2	24	25	28	21	16	0	17	29	12	30	24	16	15	6	20	19	27	5	2	8	9	37	11	5	26	36	11	4	7	10	7	1	20	3	16	15	7	11	6	6	7	11	21	22	18	16	2	6	9	18	0	3	9	10	6	10	7	15	15	6	20	15	12	8	9	9	9	10	12	13	3	9	24	19	24	7	6	7	5	4	14	3	1	12	5	5	5	15	12	9	1	6	12	12	8	7	12	2	6	2	5	11	2	18	2	8	7	10	18	3	11	11	17	12	6	13	17	3	10	14	4	4	0	4	10	0	15	10	8	11	16	6	2	21	10	8	14	6	9	13	6	6	9	9	7	1	2	8	10	3	10	6	2	9	7	12	7	16	1	7	15	10	9	7	1	17	5	2	5	2	8	12	7	3	12	6	4	5	8	9	1	12	0	4	2	4	4	21	10	10	14	5	7	3	10	11	5	16	10	12	2	9	9	4	3	10	3	8	9	5	16	1	11	11	14	5	2	3	2	9	15	12	8	0	0	8	1	6	10	11	2	3	4	8	7	11	12	10	10	5	4	4	0	0	19	6	10	12	8	10	9	4	6	3	5	1	5	6	12	5	13	10	9	9	3	5	11	15	3	4	9	9	1	1	6	14	8	5	6	5	1	2	2	10	4	2	7	9	19	13	2	6	12	10	3	8	0	8	3	7	2	13	0	4	3	1	9	1	8	7	2	1	13	5	3	4	0	4	13	11	4	3	0	5	1	5	1	1	6	4	5	7	0	7	7	8	2	3	2	7	10	2	5	6	6	5	2	2	3	4	1	1	8	2	9	6	4	4	7	2	3	3	2	4	2	0	6	1	4	9	4	5	6	7	5	3	0	5	1	4	3	0	3	1	0	3	6	1	5	1	2	6	1	6	2	6	1	8	1	5	5	3	13	5	2	1	3	3	4	1	8	2	6	4	2	7	4	2	5	5	3	1	2	5	5	1	5	1	5	0	3	1	4	3	9	1	2
4	1	130	25	2	0	6	0	0	0	75	40	1	36	13	102	35	22	1	53	0	70	61	27	36	0	1	14	48	42	0	6	24	18	45	25	44	48	59	35	73	5	0	41	20	33	37	14	26	19	31	17	32	34	1	0	34	4	9	0	25	32	0	23	12	15	20	27	0	33	19	0	6	17	4	18	30	31	2	4	24	10	22	1	4	9	27	6	10	0	18	11	11	18	1	4	12	11	14	18	13	12	23	19	14	13	8	22	16	9	11	18	9	0	23	12	32	12	10	7	15	14	18	10	9	12	7	13	16	11	0	1	13	11	4	14	15	9	10	7	0	20	9	4	13	32	11	12	14	3	8	11	9	11	5	1	0	11	2	3	17	10	14	8	9	14	6	21	4	14	2	0	15	15	2	8	0	8	7	10	15	1	5	15	11	21	0	0	0	20	16	10	6	10	21	12	10	7	8	2	9	7	2	15	1	19	8	1	16	11	8	11	12	10	11	0	9	13	1	18	8	17	12	2	16	13	0	10	4	11	9	3	4	0	9	9	7	4	12	4	7	4	10	10	17	18	3	11	7	10	0	7	4	6	8	16	5	1	3	1	5	8	0	5	5	1	5	5	9	8	9	1	9	3	4	5	3	4	5	12	5	3	5	5	6	4	0	8	4	9	0	0	2	18	1	7	14	1	0	16	7	4	5	2	2	12	6	2	0	9	1	2	5	19	0	15	4	9	1	13	7	4	11	1	4	12	4	7	0	3	0	10	9	7	4	0	7	0	7	6	3	21	8	7	8	6	1	10	5	7	0	3	5	14	2	6	3	16	1	3	7	4	4	1	4	11	5	6	5	13	4	0	0	11	7	2	3	5	11	3	11	3	6	6	8	0	14	6	4	2	0	2	0	2	14	8	5	6	0	8	7	5	1	5	9	2	5	1	2	8	3	0	5	16	0	13	6	0	0	0	0	5	2	3	1	10	3	3	1	7	12	5	8	7	2	6	3	11	15	0	6	12	3	0	4	6	3	2	2	1	3	5	9	7	0	13	4	7	1	2	4	1	6	4	2	1	8	4	12	5	0	0	7	4	1	2	4	0	5	0	11	6	0	7	6	8	2	3	8	4	4	2	3	0	6	0	0	1	1	6
